math_marks,science_marks,social_marks,english_marks,hobby,activity,logic_score,creative_score,leadership_score,stream
83,68,91,54,Business,Entrepreneurship,3,3,4,Commerce
85,74,75,53,Business,Finance Club,3,1,5,Commerce
59,76,77,73,Literary,Debating,2,1,4,Humanities
94,88,73,57,Business,Volunteering,5,2,4,Science
85,66,74,86,Artistic,Drama,3,3,5,Humanities
81,93,53,53,Technical,Volunteering,5,1,2,Science
86,79,49,67,Artistic,Drama,4,1,3,Science
58,50,84,89,Technical,Robotics,2,5,4,Humanities
71,89,62,80,Business,Finance Club,3,3,3,Commerce
60,63,74,56,Business,Entrepreneurship,2,3,5,Commerce
61,73,70,76,Business,Entrepreneurship,1,2,3,Commerce
77,73,50,91,Artistic,Drama,1,4,5,Humanities
74,89,79,94,Artistic,Debating,3,5,2,Humanities
68,89,50,77,Literary,Debating,4,3,1,Humanities
75,74,74,54,Business,Volunteering,2,1,5,Commerce
56,63,73,73,Business,Entrepreneurship,1,3,4,Commerce
82,99,73,58,Technical,Volunteering,5,2,1,Science
66,88,91,96,Business,Finance Club,4,4,4,Commerce
78,78,74,64,Technical,Volunteering,5,2,1,Science
70,83,71,92,Technical,Robotics,4,5,2,Science
64,67,72,56,Business,Entrepreneurship,1,2,4,Commerce
62,81,76,96,Literary,Volunteering,3,4,4,Humanities
80,62,74,87,Technical,Volunteering,2,4,1,Humanities
71,86,66,69,Literary,Volunteering,4,2,2,Science
83,85,82,65,Technical,Volunteering,5,1,5,Science
85,73,75,73,Literary,Debating,4,3,4,Humanities
63,44,47,83,Artistic,Debating,1,3,1,Humanities
62,50,74,57,Technical,Volunteering,1,2,1,Science
96,81,73,76,Technical,Volunteering,5,3,5,Science
74,97,69,81,Artistic,Volunteering,5,4,3,Humanities
77,84,74,74,Technical,Robotics,5,2,5,Science
76,79,50,58,Technical,Volunteering,5,1,1,Science
97,89,81,71,Technical,Volunteering,5,2,2,Science
74,95,70,61,Business,Entrepreneurship,5,5,3,Science
100,85,62,78,Business,Finance Club,5,4,5,Commerce
66,64,62,62,Business,Finance Club,2,1,3,Commerce
77,78,76,59,Business,Volunteering,3,4,4,Commerce
80,81,82,65,Technical,Volunteering,5,2,3,Science
63,55,79,61,Business,Finance Club,1,3,3,Commerce
72,90,60,96,Artistic,Volunteering,3,5,5,Humanities
74,79,73,78,Technical,Volunteering,5,1,4,Science
66,54,60,83,Literary,Drama,2,3,1,Humanities
77,80,50,54,Business,Entrepreneurship,4,1,1,Science
79,59,70,60,Artistic,Volunteering,1,2,5,Humanities
69,77,81,84,Artistic,Volunteering,3,5,4,Humanities
81,69,60,80,Technical,Robotics,5,4,2,Science
79,66,78,97,Technical,Volunteering,4,5,4,Humanities
72,88,96,70,Artistic,Volunteering,1,3,3,Humanities
85,79,74,73,Artistic,Drama,3,1,4,Humanities
83,41,82,73,Business,Volunteering,2,3,4,Commerce
83,89,51,70,Technical,Robotics,5,3,1,Science
69,68,68,86,Literary,Drama,3,5,1,Humanities
68,54,54,70,Literary,Drama,1,2,3,Humanities
71,61,78,72,Literary,Drama,2,1,3,Humanities
80,64,80,78,Technical,Volunteering,3,2,1,Science
77,93,79,82,Artistic,Drama,5,5,5,Humanities
85,81,76,70,Technical,Volunteering,3,1,3,Science
71,72,58,84,Literary,Debating,2,4,2,Humanities
83,100,81,89,Technical,Volunteering,5,5,5,Science
75,80,64,60,Technical,Robotics,2,2,1,Science
70,83,74,76,Artistic,Volunteering,4,1,3,Science
79,65,87,90,Literary,Volunteering,2,5,4,Humanities
83,78,75,82,Business,Volunteering,3,3,1,Science
68,71,70,49,Business,Finance Club,3,1,5,Commerce
90,89,90,92,Technical,Volunteering,5,2,5,Science
60,66,72,82,Business,Entrepreneurship,1,1,4,Commerce
77,67,80,84,Literary,Volunteering,1,3,2,Humanities
56,67,75,86,Technical,Volunteering,1,5,1,Humanities
79,75,80,89,Literary,Volunteering,2,5,1,Humanities
72,68,91,70,Business,Entrepreneurship,1,3,5,Commerce
74,87,81,82,Technical,Robotics,4,4,1,Science
65,74,77,81,Literary,Volunteering,3,4,3,Humanities
62,67,75,59,Business,Entrepreneurship,1,1,4,Commerce
46,42,61,83,Artistic,Volunteering,1,4,3,Humanities
73,76,64,85,Literary,Debating,3,3,2,Humanities
63,76,83,89,Artistic,Drama,3,5,4,Humanities
88,97,73,70,Technical,Robotics,5,3,2,Science
74,79,55,67,Business,Finance Club,2,1,1,Commerce
79,81,72,63,Business,Volunteering,3,1,1,Science
82,88,80,63,Technical,Volunteering,5,4,1,Science
47,68,90,71,Literary,Drama,3,2,5,Humanities
87,58,65,69,Business,Entrepreneurship,4,2,2,Commerce
67,77,55,70,Literary,Drama,3,1,2,Humanities
72,94,58,90,Technical,Volunteering,4,5,4,Science
81,80,71,72,Artistic,Debating,5,3,4,Humanities
86,70,74,81,Technical,Volunteering,4,4,5,Science
49,53,74,94,Artistic,Drama,1,5,1,Humanities
87,100,53,66,Business,Volunteering,5,1,2,Science
94,94,76,72,Technical,Robotics,4,3,4,Science
79,80,81,76,Business,Entrepreneurship,3,4,3,Commerce
90,91,70,75,Literary,Volunteering,5,3,2,Science
77,72,93,69,Artistic,Drama,3,3,4,Humanities
80,74,84,91,Technical,Robotics,5,4,5,Science
76,78,80,75,Technical,Robotics,4,3,4,Science
47,78,69,68,Literary,Volunteering,1,2,2,Humanities
71,67,76,70,Business,Finance Club,2,2,5,Commerce
85,100,75,78,Literary,Debating,5,5,5,Humanities
75,77,81,100,Literary,Drama,2,5,4,Humanities
65,69,74,63,Business,Entrepreneurship,2,2,3,Commerce
84,52,77,45,Business,Volunteering,1,3,1,Commerce
68,90,68,94,Technical,Robotics,4,3,1,Science
83,83,60,65,Technical,Robotics,5,1,3,Science
63,64,87,82,Artistic,Volunteering,1,5,5,Humanities
62,59,67,82,Literary,Volunteering,1,4,2,Humanities
94,81,88,74,Artistic,Volunteering,2,4,2,Humanities
69,76,69,67,Literary,Volunteering,2,2,4,Humanities
50,61,85,77,Technical,Robotics,1,3,3,Humanities
71,66,91,69,Business,Entrepreneurship,2,1,3,Commerce
79,94,78,60,Technical,Volunteering,4,1,3,Science
73,70,86,76,Artistic,Debating,3,5,2,Humanities
64,87,76,63,Technical,Robotics,1,1,3,Science
51,71,82,96,Literary,Debating,1,4,4,Humanities
57,61,55,38,Artistic,Drama,2,1,1,Humanities
70,52,59,70,Business,Volunteering,1,2,2,Commerce
85,89,83,83,Technical,Volunteering,4,3,4,Science
85,74,71,66,Artistic,Debating,3,5,1,Humanities
70,73,85,82,Technical,Robotics,3,3,2,Science
76,62,59,58,Artistic,Drama,2,1,2,Humanities
84,87,74,73,Artistic,Debating,3,5,4,Humanities
73,97,82,80,Technical,Robotics,4,2,4,Science
85,86,80,77,Technical,Volunteering,5,5,2,Science
72,59,62,69,Artistic,Debating,3,2,5,Humanities
58,82,86,57,Literary,Drama,2,1,5,Humanities
57,52,68,90,Literary,Drama,2,2,3,Humanities
71,68,69,70,Business,Finance Club,1,4,2,Commerce
69,59,60,72,Artistic,Debating,1,3,1,Humanities
67,79,67,74,Literary,Drama,1,3,1,Humanities
80,75,75,48,Business,Volunteering,2,1,4,Commerce
82,72,54,70,Technical,Robotics,2,2,2,Science
89,77,94,70,Technical,Robotics,3,5,4,Science
61,66,79,79,Artistic,Drama,1,5,1,Humanities
96,72,68,72,Artistic,Debating,5,2,3,Science
93,81,67,61,Literary,Volunteering,5,3,3,Science
74,66,82,78,Business,Finance Club,4,5,3,Commerce
66,89,57,68,Business,Entrepreneurship,3,3,1,Science
88,52,70,73,Business,Volunteering,2,2,4,Commerce
69,69,74,64,Technical,Robotics,4,2,5,Science
46,71,83,85,Literary,Drama,2,5,4,Humanities
59,70,87,78,Technical,Volunteering,2,1,2,Science
75,81,56,77,Business,Finance Club,2,1,4,Commerce
58,70,67,72,Business,Entrepreneurship,1,1,5,Commerce
76,65,88,57,Artistic,Volunteering,4,3,4,Humanities
62,73,93,69,Technical,Robotics,3,2,5,Science
82,78,89,90,Technical,Robotics,5,4,3,Science
77,100,77,86,Technical,Volunteering,5,4,5,Science
76,72,71,83,Literary,Debating,5,5,3,Humanities
68,67,63,64,Literary,Volunteering,3,2,2,Humanities
60,66,87,67,Artistic,Volunteering,2,3,3,Humanities
70,78,66,49,Technical,Volunteering,2,1,2,Science
70,82,72,96,Technical,Robotics,2,3,1,Science
100,69,76,96,Literary,Volunteering,3,2,4,Humanities
56,60,70,82,Literary,Drama,4,5,1,Humanities
77,82,72,70,Technical,Robotics,4,1,1,Science
55,57,81,66,Business,Entrepreneurship,1,3,4,Commerce
75,63,65,65,Technical,Volunteering,2,1,3,Science
68,63,55,58,Literary,Volunteering,2,1,2,Humanities
86,75,69,90,Artistic,Drama,3,4,1,Humanities
82,76,69,70,Artistic,Volunteering,3,3,4,Humanities
64,54,55,61,Literary,Volunteering,1,1,1,Humanities
61,65,100,84,Artistic,Drama,2,1,1,Humanities
69,68,82,86,Literary,Volunteering,3,5,1,Humanities
79,79,64,57,Technical,Volunteering,4,1,2,Science
60,46,56,67,Business,Volunteering,1,2,1,Commerce
88,83,82,76,Business,Volunteering,4,4,4,Commerce
60,70,77,82,Artistic,Drama,1,2,4,Humanities
92,84,77,46,Artistic,Volunteering,5,3,1,Science
62,63,79,70,Literary,Drama,2,4,5,Humanities
72,50,70,81,Technical,Volunteering,1,5,3,Humanities
75,76,73,70,Business,Entrepreneurship,2,3,2,Commerce
54,64,68,63,Business,Finance Club,2,2,3,Commerce
82,87,74,79,Technical,Volunteering,5,1,3,Science
75,78,77,81,Literary,Drama,3,4,5,Humanities
68,54,70,55,Business,Entrepreneurship,1,1,2,Commerce
73,85,66,78,Artistic,Debating,2,5,5,Humanities
75,72,68,74,Technical,Robotics,3,1,3,Science
77,79,98,78,Artistic,Drama,3,4,4,Humanities
77,73,68,75,Technical,Volunteering,4,3,4,Science
61,77,73,55,Business,Entrepreneurship,3,3,5,Commerce
42,65,75,64,Artistic,Volunteering,1,1,2,Humanities
58,78,78,61,Technical,Robotics,1,2,2,Science
80,87,76,73,Artistic,Drama,4,2,4,Humanities
93,83,70,86,Technical,Robotics,5,5,2,Science
71,92,86,73,Technical,Volunteering,4,4,4,Science
89,82,75,71,Technical,Robotics,5,4,4,Science
74,85,90,71,Technical,Volunteering,5,3,2,Science
76,75,78,69,Technical,Robotics,4,4,4,Science
72,79,63,79,Literary,Volunteering,3,4,1,Humanities
94,81,70,52,Technical,Volunteering,5,2,1,Science
89,84,68,78,Artistic,Drama,5,2,1,Science
78,60,79,64,Technical,Robotics,4,3,3,Science
72,53,91,78,Literary,Volunteering,2,2,4,Humanities
100,100,79,66,Business,Entrepreneurship,5,2,3,Science
76,100,60,81,Technical,Volunteering,5,2,3,Science
90,62,79,80,Technical,Volunteering,4,2,4,Science
85,73,93,74,Artistic,Volunteering,3,5,3,Humanities
69,67,82,100,Artistic,Debating,4,5,2,Humanities
100,66,77,45,Technical,Volunteering,4,1,2,Science
71,66,75,79,Artistic,Drama,1,4,4,Humanities
87,78,73,57,Technical,Robotics,5,1,5,Science
55,52,58,67,Business,Volunteering,1,2,1,Humanities
76,82,88,74,Technical,Volunteering,4,4,5,Science
69,62,85,61,Business,Entrepreneurship,1,1,5,Commerce
76,63,72,71,Technical,Robotics,4,1,5,Science
57,67,76,86,Technical,Robotics,2,5,3,Humanities
59,57,59,48,Literary,Drama,1,1,2,Humanities
90,73,50,62,Technical,Robotics,3,2,1,Science
69,60,70,57,Technical,Volunteering,1,2,1,Science
43,57,86,93,Artistic,Debating,1,5,5,Humanities
76,74,94,89,Literary,Debating,4,5,4,Humanities
64,78,79,75,Business,Entrepreneurship,3,1,3,Commerce
82,78,81,100,Artistic,Volunteering,3,5,4,Humanities
74,88,99,55,Business,Volunteering,4,3,4,Commerce
67,74,79,79,Artistic,Volunteering,2,3,1,Humanities
63,84,70,55,Business,Entrepreneurship,3,1,5,Commerce
74,82,73,79,Technical,Robotics,4,4,2,Science
89,75,64,77,Technical,Robotics,5,1,5,Science
84,81,74,73,Business,Volunteering,2,2,2,Commerce
78,82,78,61,Technical,Robotics,3,2,3,Science
67,83,94,70,Business,Volunteering,5,4,4,Commerce
70,70,78,70,Artistic,Volunteering,3,5,3,Humanities
91,57,92,68,Literary,Drama,3,4,2,Humanities
72,89,69,68,Technical,Robotics,4,3,3,Science
77,81,79,71,Literary,Debating,2,5,4,Humanities
66,69,54,76,Technical,Robotics,4,2,3,Science
66,58,69,78,Business,Volunteering,1,4,4,Commerce
69,71,53,57,Technical,Volunteering,2,1,2,Science
63,62,76,100,Literary,Debating,1,5,3,Humanities
76,80,92,81,Artistic,Debating,3,5,2,Humanities
88,90,77,48,Technical,Volunteering,4,1,3,Science
70,71,66,77,Literary,Drama,4,4,1,Humanities
81,87,82,75,Technical,Robotics,4,3,3,Science
70,68,77,65,Business,Finance Club,3,4,5,Commerce
76,73,52,68,Business,Finance Club,3,1,3,Commerce
63,70,66,61,Artistic,Drama,1,1,1,Humanities
72,51,83,78,Technical,Volunteering,1,3,2,Humanities
57,71,83,82,Literary,Drama,2,5,1,Humanities
63,39,59,60,Business,Entrepreneurship,1,1,5,Commerce
52,65,78,76,Literary,Drama,1,3,5,Humanities
91,65,81,67,Business,Entrepreneurship,1,4,5,Commerce
93,68,72,61,Technical,Volunteering,3,2,3,Science
78,80,59,67,Business,Finance Club,1,3,2,Commerce
95,79,65,73,Artistic,Volunteering,4,1,4,Science
71,76,86,70,Artistic,Debating,4,1,4,Humanities
59,47,68,75,Literary,Volunteering,1,4,2,Humanities
93,81,73,75,Business,Volunteering,4,3,2,Science
75,63,77,72,Literary,Volunteering,3,2,3,Humanities
59,79,83,66,Literary,Volunteering,1,4,4,Humanities
54,66,81,65,Business,Volunteering,1,4,2,Humanities
86,81,66,83,Technical,Volunteering,5,4,1,Science
59,68,61,60,Artistic,Debating,2,1,1,Humanities
86,61,81,63,Literary,Volunteering,2,2,1,Humanities
60,67,94,81,Business,Finance Club,1,3,5,Commerce
58,61,62,57,Artistic,Drama,2,1,4,Humanities
89,80,79,75,Business,Entrepreneurship,2,2,1,Commerce
65,73,75,77,Technical,Robotics,1,2,1,Science
100,75,78,78,Artistic,Debating,3,4,1,Humanities
70,74,72,79,Literary,Volunteering,4,2,4,Humanities
69,68,71,75,Technical,Volunteering,2,4,2,Science
67,87,65,61,Artistic,Debating,2,1,3,Humanities
82,69,77,87,Technical,Volunteering,4,3,2,Science
84,71,64,76,Business,Finance Club,4,4,1,Science
86,69,53,74,Business,Finance Club,3,3,1,Science
99,87,84,77,Literary,Debating,3,3,5,Humanities
83,88,70,74,Business,Entrepreneurship,5,1,5,Commerce
78,75,68,91,Business,Finance Club,3,4,5,Commerce
86,90,72,68,Technical,Robotics,5,5,1,Science
70,76,70,80,Artistic,Volunteering,1,1,2,Humanities
92,83,90,71,Technical,Robotics,5,4,2,Science
66,57,78,45,Technical,Volunteering,1,1,2,Science
76,86,76,78,Business,Entrepreneurship,4,1,4,Commerce
87,84,67,72,Literary,Volunteering,4,1,5,Science
65,64,86,71,Literary,Drama,2,5,1,Humanities
72,68,83,70,Literary,Debating,2,5,4,Humanities
77,64,57,71,Technical,Volunteering,5,4,1,Science
58,70,57,69,Technical,Volunteering,1,1,1,Science
68,100,77,75,Business,Entrepreneurship,5,5,1,Science
80,75,77,90,Business,Volunteering,4,5,3,Humanities
83,90,62,72,Technical,Robotics,4,2,1,Science
54,72,74,72,Business,Finance Club,1,2,1,Commerce
59,71,89,77,Business,Volunteering,3,2,5,Commerce
88,74,63,93,Technical,Robotics,4,5,1,Science
72,91,88,80,Artistic,Drama,5,1,2,Humanities
65,75,76,82,Artistic,Drama,1,5,1,Humanities
64,72,66,91,Artistic,Debating,3,4,4,Humanities
100,90,72,63,Technical,Volunteering,4,4,4,Science
66,67,64,92,Literary,Drama,1,4,1,Humanities
84,60,87,94,Literary,Volunteering,1,5,3,Humanities
57,62,86,92,Artistic,Debating,2,4,4,Humanities
58,90,71,76,Business,Entrepreneurship,3,2,4,Commerce
74,74,81,67,Business,Entrepreneurship,2,4,4,Commerce
90,59,85,49,Technical,Robotics,5,1,1,Science
76,75,69,56,Literary,Debating,2,3,2,Humanities
69,45,97,92,Business,Entrepreneurship,1,4,3,Commerce
100,100,71,69,Technical,Volunteering,5,3,5,Science
97,78,75,81,Technical,Volunteering,5,5,1,Science
72,74,65,70,Technical,Volunteering,4,3,1,Science
65,58,79,70,Artistic,Debating,2,2,3,Humanities
45,80,53,88,Business,Entrepreneurship,1,3,2,Humanities
97,83,72,65,Technical,Robotics,5,3,2,Science
91,83,71,70,Technical,Robotics,5,5,4,Science
75,80,81,94,Artistic,Debating,3,4,5,Humanities
86,78,62,97,Technical,Volunteering,5,3,1,Science
66,81,74,100,Technical,Volunteering,4,3,1,Science
71,78,70,99,Literary,Debating,3,3,2,Humanities
93,68,86,92,Technical,Robotics,5,4,1,Science
67,69,69,73,Technical,Volunteering,2,3,3,Science
90,79,69,66,Literary,Drama,3,2,2,Humanities
77,86,63,61,Technical,Volunteering,4,1,3,Science
79,50,68,81,Business,Volunteering,2,1,3,Commerce
79,80,73,55,Business,Entrepreneurship,3,1,4,Commerce
90,85,66,76,Technical,Volunteering,3,4,2,Science
85,77,79,72,Literary,Volunteering,4,4,4,Humanities
70,89,65,36,Technical,Volunteering,5,1,3,Science
89,85,75,73,Artistic,Debating,3,5,2,Humanities
80,66,76,51,Artistic,Drama,3,1,1,Humanities
78,78,84,62,Business,Finance Club,2,2,2,Commerce
58,79,76,69,Technical,Volunteering,4,3,4,Science
69,77,75,66,Technical,Robotics,5,4,3,Science
60,62,76,67,Business,Entrepreneurship,1,1,5,Commerce
67,74,85,64,Business,Entrepreneurship,2,3,1,Commerce
87,83,78,80,Business,Finance Club,3,3,5,Commerce
54,74,70,86,Artistic,Drama,1,4,4,Humanities
83,85,69,75,Technical,Robotics,5,3,4,Science
84,90,72,76,Technical,Robotics,4,5,2,Science
76,74,72,74,Literary,Debating,4,1,3,Humanities
93,71,91,82,Artistic,Volunteering,4,3,3,Humanities
93,76,72,84,Technical,Volunteering,4,1,1,Science
100,96,65,74,Technical,Robotics,5,4,5,Science
51,60,72,68,Business,Finance Club,1,1,5,Commerce
41,63,98,92,Literary,Drama,1,5,3,Humanities
79,76,60,67,Technical,Robotics,4,3,1,Science
79,88,66,56,Technical,Volunteering,5,1,3,Science
69,61,87,83,Artistic,Volunteering,3,5,3,Humanities
74,73,66,82,Artistic,Debating,2,4,5,Humanities
68,77,96,100,Literary,Volunteering,1,5,5,Humanities
89,84,72,55,Technical,Robotics,5,1,5,Science
66,73,70,61,Technical,Volunteering,3,2,1,Science
88,78,71,67,Literary,Debating,4,3,4,Humanities
66,59,94,70,Artistic,Debating,2,5,5,Humanities
78,79,88,81,Artistic,Volunteering,3,4,3,Humanities
66,75,85,77,Literary,Volunteering,1,1,5,Humanities
64,58,59,73,Artistic,Volunteering,1,2,3,Humanities
76,78,84,100,Technical,Volunteering,4,5,5,Humanities
96,89,74,89,Artistic,Drama,5,3,4,Humanities
55,69,78,84,Business,Entrepreneurship,1,4,2,Humanities
83,77,72,80,Business,Finance Club,5,3,4,Commerce
64,72,80,91,Technical,Volunteering,3,5,2,Humanities
68,73,85,58,Artistic,Debating,3,5,1,Humanities
66,75,57,72,Artistic,Debating,1,1,4,Humanities
79,59,79,71,Business,Finance Club,4,4,1,Commerce
82,80,55,65,Artistic,Debating,3,1,2,Science
46,80,76,93,Technical,Volunteering,2,2,2,Humanities
67,60,100,95,Artistic,Drama,2,5,5,Humanities
97,96,73,73,Business,Entrepreneurship,5,4,3,Science
74,69,69,84,Technical,Volunteering,2,5,4,Humanities
81,76,71,72,Technical,Robotics,2,1,3,Science
62,40,60,68,Artistic,Drama,1,2,3,Humanities
87,70,86,85,Technical,Robotics,4,5,3,Science
63,82,64,69,Technical,Robotics,4,2,2,Science
78,75,72,76,Artistic,Drama,3,2,1,Humanities
60,68,73,67,Artistic,Drama,1,4,5,Humanities
94,95,74,88,Artistic,Debating,5,4,2,Humanities
69,55,68,84,Literary,Volunteering,2,2,4,Humanities
78,45,77,56,Literary,Drama,1,2,4,Humanities
55,92,79,97,Technical,Robotics,2,5,3,Humanities
81,81,86,91,Business,Volunteering,4,4,3,Humanities
75,86,76,77,Artistic,Volunteering,3,5,1,Humanities
80,100,66,73,Technical,Robotics,5,4,1,Science
88,100,60,95,Literary,Debating,5,4,1,Humanities
85,85,71,74,Artistic,Drama,1,3,4,Humanities
92,73,71,79,Technical,Robotics,5,2,4,Science
84,59,72,43,Literary,Volunteering,1,1,1,Humanities
85,64,81,85,Technical,Robotics,3,3,1,Science
49,68,87,73,Artistic,Debating,1,5,5,Humanities
63,64,71,58,Artistic,Debating,2,2,5,Humanities
67,83,68,68,Technical,Volunteering,3,2,1,Science
69,67,67,70,Business,Entrepreneurship,1,2,3,Commerce
70,77,95,75,Literary,Drama,1,3,1,Humanities
67,68,63,73,Literary,Drama,3,1,4,Humanities
73,75,84,88,Business,Entrepreneurship,4,4,2,Commerce
56,68,90,79,Technical,Robotics,2,4,3,Humanities
85,69,92,82,Artistic,Drama,2,2,4,Humanities
75,57,89,63,Artistic,Volunteering,3,3,3,Humanities
71,75,60,79,Artistic,Drama,2,3,2,Humanities
72,92,82,82,Business,Volunteering,4,4,5,Commerce
92,74,57,56,Technical,Robotics,4,1,1,Science
67,61,70,70,Technical,Robotics,1,1,3,Science
56,51,73,72,Business,Finance Club,2,3,1,Commerce
71,60,58,73,Business,Volunteering,1,4,1,Humanities
83,88,71,63,Literary,Debating,2,2,3,Humanities
49,81,70,70,Business,Finance Club,1,3,3,Commerce
58,54,63,85,Artistic,Drama,1,4,2,Humanities
71,68,85,81,Business,Finance Club,1,3,3,Commerce
73,51,80,73,Technical,Volunteering,2,2,1,Science
80,62,83,76,Artistic,Drama,1,4,3,Humanities
66,74,76,94,Artistic,Debating,3,3,3,Humanities
68,65,83,70,Artistic,Drama,2,4,4,Humanities
100,78,85,90,Technical,Robotics,5,5,5,Science
75,58,65,69,Literary,Drama,2,3,1,Humanities
73,67,85,63,Business,Entrepreneurship,3,2,4,Commerce
69,83,79,48,Technical,Volunteering,1,3,2,Science
69,78,69,39,Literary,Volunteering,2,1,3,Science
55,63,52,71,Technical,Robotics,1,2,1,Science
66,70,69,68,Technical,Robotics,2,2,1,Science
53,62,75,96,Literary,Volunteering,1,4,5,Humanities
62,78,67,64,Artistic,Drama,1,1,1,Humanities
73,66,61,92,Business,Volunteering,2,4,1,Humanities
75,56,68,48,Literary,Debating,2,1,3,Humanities
64,82,98,89,Artistic,Drama,3,4,3,Humanities
91,78,74,86,Business,Finance Club,3,2,4,Commerce
82,86,100,86,Artistic,Debating,3,4,5,Humanities
96,63,56,67,Literary,Drama,5,2,2,Science
75,58,78,86,Technical,Volunteering,1,5,1,Humanities
67,54,79,81,Artistic,Drama,2,5,3,Humanities
84,82,88,82,Literary,Volunteering,3,5,4,Humanities
82,57,69,90,Artistic,Drama,3,5,2,Humanities
66,52,78,88,Artistic,Debating,2,4,1,Humanities
66,87,100,61,Technical,Volunteering,5,1,5,Science
68,84,64,69,Literary,Drama,5,1,1,Science
66,71,66,82,Artistic,Volunteering,1,5,3,Humanities
85,72,87,83,Artistic,Debating,2,4,2,Humanities
76,52,81,83,Technical,Robotics,3,4,2,Science
71,68,96,90,Literary,Volunteering,3,5,5,Humanities
73,73,85,59,Literary,Debating,2,4,4,Humanities
100,69,87,78,Technical,Robotics,5,5,5,Science
69,99,65,79,Artistic,Drama,3,2,1,Humanities
65,64,80,74,Business,Entrepreneurship,1,1,4,Commerce
82,70,79,73,Technical,Robotics,4,4,4,Science
79,70,86,68,Literary,Drama,3,4,1,Humanities
78,79,100,87,Literary,Drama,3,5,4,Humanities
82,100,57,73,Technical,Volunteering,4,2,1,Science
80,71,41,61,Business,Finance Club,3,1,2,Science
76,70,66,74,Artistic,Volunteering,5,4,1,Humanities
65,71,79,66,Business,Volunteering,3,2,1,Commerce
70,74,73,62,Business,Finance Club,2,1,5,Commerce
72,68,59,82,Technical,Robotics,5,4,3,Science
64,75,52,68,Artistic,Drama,3,1,2,Humanities
77,72,71,87,Business,Entrepreneurship,5,2,5,Commerce
77,93,61,75,Artistic,Drama,5,1,1,Science
85,67,76,64,Business,Volunteering,4,3,2,Commerce
57,84,71,64,Business,Entrepreneurship,1,1,5,Commerce
75,79,78,83,Literary,Volunteering,3,3,2,Humanities
64,61,66,73,Artistic,Volunteering,3,3,1,Humanities
90,52,73,68,Literary,Drama,2,2,2,Humanities
77,68,82,77,Technical,Volunteering,1,5,5,Humanities
85,82,69,58,Business,Finance Club,4,1,2,Commerce
88,86,50,52,Technical,Robotics,5,1,4,Science
89,86,71,89,Business,Finance Club,5,5,2,Science
69,70,80,72,Technical,Robotics,4,5,1,Science
63,56,90,90,Literary,Debating,2,4,1,Humanities
77,56,68,72,Business,Volunteering,1,2,2,Commerce
83,71,62,84,Business,Finance Club,2,2,4,Commerce
79,58,96,73,Artistic,Debating,2,5,5,Humanities
65,59,94,78,Literary,Debating,3,2,4,Humanities
64,57,81,75,Technical,Robotics,1,2,4,Science
69,49,84,71,Business,Finance Club,1,2,5,Commerce
89,100,45,93,Technical,Volunteering,4,2,2,Science
73,69,91,62,Artistic,Volunteering,1,3,3,Humanities
76,79,77,63,Business,Volunteering,3,2,3,Commerce
77,93,68,81,Business,Finance Club,5,4,4,Commerce
87,77,96,76,Business,Volunteering,5,5,5,Commerce
84,91,92,90,Technical,Robotics,5,4,5,Science
58,71,70,61,Literary,Volunteering,1,2,2,Humanities
64,77,88,82,Literary,Volunteering,3,1,1,Humanities
73,90,74,83,Technical,Robotics,5,3,4,Science
97,96,70,69,Technical,Volunteering,5,2,1,Science
84,61,54,62,Literary,Drama,1,1,1,Humanities
58,55,77,62,Artistic,Volunteering,2,4,5,Humanities
85,69,69,85,Business,Volunteering,3,1,2,Commerce
61,48,84,67,Technical,Volunteering,1,3,1,Humanities
80,75,70,69,Literary,Volunteering,3,2,4,Humanities
78,89,88,68,Business,Volunteering,2,2,5,Commerce
88,72,73,60,Technical,Volunteering,4,2,1,Science
84,84,59,53,Business,Finance Club,3,1,1,Science
67,88,59,82,Artistic,Volunteering,3,4,3,Humanities
76,72,56,66,Literary,Debating,3,2,1,Humanities
86,95,73,80,Literary,Drama,5,3,4,Humanities
76,81,50,77,Literary,Drama,3,1,1,Humanities
61,90,74,46,Business,Entrepreneurship,3,1,5,Commerce
66,67,64,62,Business,Finance Club,2,2,4,Commerce
61,68,78,68,Business,Volunteering,1,3,4,Commerce
66,75,71,69,Technical,Robotics,4,3,2,Science
59,54,82,81,Business,Finance Club,1,3,5,Commerce
89,78,91,75,Business,Volunteering,4,3,4,Commerce
63,86,85,70,Artistic,Debating,4,3,4,Humanities
80,64,84,70,Artistic,Debating,3,3,3,Humanities
81,67,84,72,Technical,Robotics,4,5,5,Science
60,55,84,93,Technical,Volunteering,4,3,5,Humanities
86,73,62,79,Business,Entrepreneurship,3,1,5,Commerce
90,87,77,59,Business,Volunteering,5,4,5,Commerce
78,77,82,94,Technical,Volunteering,4,5,3,Science
91,86,59,56,Technical,Volunteering,4,1,3,Science
72,61,91,83,Literary,Debating,1,4,4,Humanities
82,81,63,67,Technical,Robotics,4,4,1,Science
87,84,67,74,Technical,Volunteering,5,1,3,Science
80,55,71,68,Literary,Debating,4,1,2,Humanities
69,47,63,60,Technical,Volunteering,2,1,2,Science
74,70,80,79,Artistic,Volunteering,1,4,5,Humanities
72,91,72,70,Technical,Volunteering,4,2,1,Science
81,70,78,94,Artistic,Volunteering,3,3,3,Humanities
90,80,82,83,Technical,Robotics,4,5,3,Science
